gene_id	gene_name	gene_len	total_pct_count	anchor_sum	anchor_mean	anchor_nonzero_bins	max_ratio	used	skip_reason
ENSG00000126351.13	THRA	1909	6401	1300	130.0000	10	2.4615	true	-
ENSG00000158019.21	BABAM2	1681	12628	3311	331.1000	10	2.4615	true	-
ENSG00000110799.14	VWF	8830	13155	906	90.6000	10	2.4614	true	-
ENSG00000110172.12	CHORDC1	2003	8564	1739	173.9000	10	2.4612	true	-
ENSG00000163002.13	NUP35	616	252	252	25.2000	5	2.4603	true	-
ENSG00000143093.15	STRIP1	3257	13980	1638	163.8000	10	2.4603	true	-
ENSG00000182718.18	ANXA2	1444	6956	1951	195.1000	10	2.4603	true	-
ENSG00000223501.9	VPS52	3338	17943	2939	293.9000	10	2.4600	true	-
ENSG00000196549.13	MME	5552	2455	187	18.7000	10	2.4599	true	-
ENSG00000072958.9	AP1M1	642	5156	4017	401.7000	10	2.4595	true	-
ENSG00000163661.4	PTX3	1884	8871	1647	164.7000	9	2.4590	true	-
ENSG00000131778.20	CHD1L	2505	47334	7378	737.8000	10	2.4587	true	-
ENSG00000107938.18	EDRF1	4387	9807	785	78.5000	9	2.4586	true	-
ENSG00000135828.11	RNASEL	4238	2994	362	36.2000	9	2.4586	true	-
ENSG00000275740.1	ENSG00000275740	3311	9584	1257	125.7000	5	2.4582	true	-
ENSG00000188997.8	KCTD21	559	124	118	11.8000	10	2.4576	true	-
ENSG00000065000.20	AP3D1	4870	37734	3573	357.3000	10	2.4573	true	-
ENSG00000142686.8	C1orf216	2628	16133	2100	210.0000	10	2.4571	true	-
ENSG00000163815.6	CLEC3B	816	272	175	17.5000	7	2.4571	true	-
ENSG00000108106.14	UBE2S	743	19851	11088	1108.8000	10	2.4567	true	-
ENSG00000188672.19	RHCE	1198	8989	3924	392.4000	10	2.4567	true	-
ENSG00000083814.13	ZNF671	2431	4449	745	74.5000	10	2.4564	true	-
ENSG00000126215.14	XRCC3	746	2749	1470	147.0000	10	2.4558	true	-
ENSG00000165406.16	MARCHF8	5272	41731	3295	329.5000	10	2.4552	true	-
ENSG00000068078.20	FGFR3	4294	2997	277	27.7000	10	2.4549	true	-
ENSG00000140612.14	SEC11A	1079	25771	9471	947.1000	10	2.4549	true	-
ENSG00000111786.10	SRSF9	1071	35082	17009	1700.9000	10	2.4546	true	-
ENSG00000151967.19	SCHIP1	1799	10164	3182	318.2000	10	2.4544	true	-
ENSG00000130724.10	CHMP2A	1055	19254	7679	767.9000	8	2.4534	true	-
ENSG00000250709.1	CCDC169-SOHLH2	2051	3258	738	73.8000	10	2.4526	true	-
ENSG00000124608.5	AARS2	4798	7829	828	82.8000	10	2.4517	true	-
ENSG00000023516.9	AKAP11	9915	20862	1016	101.6000	9	2.4508	true	-
ENSG00000131323.17	TRAF3	7640	15712	955	95.5000	10	2.4503	true	-
ENSG00000143499.14	SMYD2	1745	4333	1004	100.4000	10	2.4502	true	-
ENSG00000043143.22	JADE2	3212	5570	702	70.2000	10	2.4501	true	-
ENSG00000082512.15	TRAF5	3972	8049	800	80.0000	10	2.4500	true	-
ENSG00000100092.24	SH3BP1	2658	25076	3454	345.4000	10	2.4493	true	-
ENSG00000120798.17	NR2C1	1822	8606	1478	147.8000	10	2.4493	true	-
ENSG00000125388.20	GRK4	2068	2190	392	39.2000	10	2.4490	true	-
ENSG00000229809.9	ZNF688	540	1139	1025	102.5000	10	2.4488	true	-
ENSG00000162639.16	HENMT1	1696	14742	3255	325.5000	10	2.4485	true	-
ENSG00000011258.16	MBTD1	5099	17798	2014	201.4000	10	2.4479	true	-
ENSG00000132305.22	IMMT	2627	27602	4470	447.0000	10	2.4474	true	-
ENSG00000136100.14	VPS36	4607	26156	2031	203.1000	10	2.4471	true	-
ENSG00000132842.15	AP3B1	3833	12002	1369	136.9000	10	2.4470	true	-
ENSG00000121406.9	ZNF549	4090	2806	282	28.2000	10	2.4468	true	-
ENSG00000137309.21	HMGA1	1848	174373	33030	3303.0000	10	2.4466	true	-
ENSG00000120129.6	DUSP1	2013	53951	11206	1120.6000	10	2.4460	true	-
ENSG00000120925.16	RNF170	1338	1574	503	50.3000	10	2.4453	true	-
ENSG00000054267.22	ARID4B	5811	15567	1043	104.3000	10	2.4449	true	-
ENSG00000148400.13	NOTCH1	9448	27626	1346	134.6000	10	2.4443	true	-
ENSG00000177058.12	SLC38A9	731	501	311	31.1000	10	2.4437	true	-
ENSG00000155111.15	CDK19	6067	16849	1199	119.9000	10	2.4437	true	-
ENSG00000197885.11	NKIRAS1	1898	880	221	22.1000	10	2.4434	true	-
ENSG00000051382.9	PIK3CB	3181	21036	2804	280.4000	10	2.4429	true	-
ENSG00000166822.13	TMEM170A	2331	4184	741	74.1000	10	2.4426	true	-
ENSG00000165487.14	MICU2	1885	11200	2178	217.8000	9	2.4426	true	-
ENSG00000178691.11	SUZ12	4495	27949	2657	265.7000	10	2.4426	true	-
ENSG00000275896.7	PRSS2	817	3787	2056	205.6000	10	2.4416	true	-
ENSG00000197056.11	ZMYM1	4203	4205	426	42.6000	10	2.4413	true	-
ENSG00000163754.18	GYG1	1563	12136	3392	339.2000	10	2.4410	true	-
ENSG00000130303.14	BST2	1001	37618	14876	1487.6000	10	2.4408	true	-
ENSG00000140650.13	PMM2	1085	2400	967	96.7000	8	2.4405	true	-
ENSG00000184221.13	OLIG1	2273	900	168	16.8000	9	2.4405	true	-
ENSG00000138439.12	FAM117B	5982	3850	336	33.6000	9	2.4405	true	-
ENSG00000196860.8	TOMM20L	607	180	168	16.8000	10	2.4405	true	-
ENSG00000010017.13	RANBP9	3384	28166	3918	391.8000	10	2.4400	true	-
ENSG00000171840.13	NINJ2	918	6370	3505	350.5000	10	2.4394	true	-
ENSG00000096080.12	MRPS18A	803	2976	1566	156.6000	10	2.4393	true	-
ENSG00000055118.18	KCNH2	4161	30217	4231	423.1000	10	2.4391	true	-
ENSG00000261609.8	GAN	15159	3017	164	16.4000	10	2.4390	true	-
ENSG00000158006.14	PAFAH2	2523	2110	328	32.8000	10	2.4390	true	-
ENSG00000215440.12	NPEPL1	1917	30415	6737	673.7000	10	2.4388	true	-
ENSG00000257108.2	NHLRC4	2096	2355	570	57.0000	8	2.4386	true	-
ENSG00000102753.10	KPNA3	4222	14447	1300	130.0000	10	2.4385	true	-
ENSG00000180549.8	FUT7	1662	3887	886	88.6000	10	2.4379	true	-
ENSG00000184730.12	APOBR	3792	12310	1280	128.0000	10	2.4375	true	-
ENSG00000146733.14	PSPH	744	2029	1477	147.7000	10	2.4374	true	-
ENSG00000258529.5	ENSG00000258529	2939	4908	1157	115.7000	10	2.4373	true	-
ENSG00000086848.15	ALG9	2345	4479	1157	115.7000	10	2.4373	true	-
ENSG00000163291.14	PAQR3	9811	36490	2425	242.5000	10	2.4371	true	-
ENSG00000181804.15	SLC9A9	3564	776	119	11.9000	9	2.4370	true	-
ENSG00000198721.13	ECI2	1380	9101	2163	216.3000	10	2.4364	true	-
ENSG00000101605.14	MYOM1	5707	4683	706	70.6000	10	2.4363	true	-
ENSG00000174007.9	CEP19	2158	1417	234	23.4000	10	2.4359	true	-
ENSG00000158169.14	FANCC	804	260	156	15.6000	10	2.4359	true	-
ENSG00000168002.12	POLR2G	791	11883	6290	629.0000	10	2.4356	true	-
ENSG00000165985.11	C1QL3	2376	474	193	19.3000	10	2.4352	true	-
ENSG00000187556.8	NANOS3	948	297	267	26.7000	10	2.4345	true	-
ENSG00000175279.22	CENPS	905	1299	604	60.4000	10	2.4338	true	-
ENSG00000106683.15	LIMK1	3355	8484	1019	101.9000	10	2.4338	true	-
ENSG00000086666.19	ZFAND6	780	4310	2864	286.4000	10	2.4337	true	-
ENSG00000251287.9	ALG1L2	969	355	337	33.7000	9	2.4332	true	-
ENSG00000153317.15	ASAP1	5478	33209	2129	212.9000	10	2.4331	true	-
ENSG00000168259.17	DNAJC7	1658	18680	4945	494.5000	10	2.4328	true	-
ENSG00000175764.17	TTLL11	2012	812	148	14.8000	10	2.4324	true	-
ENSG00000123454.12	DBH	2745	433	111	11.1000	10	2.4324	true	-
ENSG00000212127.6	TAS2R14	1854	2034	403	40.3000	9	2.4318	true	-
ENSG00000145675.16	PIK3R1	4497	43307	5017	501.7000	10	2.4317	true	-
ENSG00000119699.8	TGFB3	3395	1404	181	18.1000	10	2.4309	true	-
ENSG00000157224.16	CLDN12	3488	1061	144	14.4000	9	2.4306	true	-
ENSG00000277481.2	PKD1L3	5623	354	144	14.4000	8	2.4306	true	-
ENSG00000092148.14	HECTD1	8851	46909	3605	360.5000	10	2.4300	true	-
ENSG00000125844.17	RRBP1	3727	54108	6153	615.3000	10	2.4297	true	-
ENSG00000107438.9	PDLIM1	1431	51672	14181	1418.1000	10	2.4293	true	-
ENSG00000242259.9	C22orf39	3720	14027	2260	226.0000	10	2.4292	true	-
ENSG00000101216.11	GMEB2	4280	6092	630	63.0000	9	2.4286	true	-
ENSG00000188215.10	DCUN1D3	6136	13686	1153	115.3000	10	2.4284	true	-
ENSG00000124459.12	ZNF45	2912	4616	523	52.3000	10	2.4283	true	-
ENSG00000111897.7	SERINC1	3125	40862	4609	460.9000	10	2.4279	true	-
ENSG00000166181.13	API5	2009	11404	1862	186.2000	10	2.4275	true	-
ENSG00000152455.16	SUV39H2	1292	1700	482	48.2000	10	2.4274	true	-
ENSG00000175602.4	CCDC85B	963	24465	9673	967.3000	10	2.4274	true	-
ENSG00000073861.3	TBX21	2583	517	103	10.3000	9	2.4272	true	-
ENSG00000132256.20	TRIM5	2669	9819	1430	143.0000	10	2.4266	true	-
ENSG00000277161.2	PIGW	2264	2094	338	33.8000	8	2.4260	true	-
ENSG00000163082.10	SGPP2	4983	5086	540	54.0000	10	2.4259	true	-
ENSG00000134684.13	YARS1	2899	35071	6794	679.4000	10	2.4257	true	-
ENSG00000007129.18	CEACAM21	1372	807	235	23.5000	10	2.4255	true	-
ENSG00000131061.15	ZNF341	3343	2091	235	23.5000	10	2.4255	true	-
ENSG00000135617.4	PRADC1	1090	1756	631	63.1000	10	2.4247	true	-
ENSG00000268182.6	SMIM17	2543	769	165	16.5000	10	2.4242	true	-
ENSG00000156738.18	MS4A1	2560	4055	594	59.4000	10	2.4242	true	-
ENSG00000175183.10	CSRP2	908	334	165	16.5000	10	2.4242	true	-
ENSG00000162384.14	CZIB	1102	9666	3094	309.4000	10	2.4240	true	-
ENSG00000146386.8	ABRACL	782	14168	7282	728.2000	10	2.4238	true	-
ENSG00000115524.17	SF3B1	2127	49861	10238	1023.8000	10	2.4233	true	-
ENSG00000167562.14	ZNF701	2610	1981	293	29.3000	10	2.4232	true	-
ENSG00000168066.22	SF1	2854	204884	27609	2760.9000	10	2.4231	true	-
ENSG00000141376.24	BCAS3	2203	4475	970	97.0000	10	2.4227	true	-
ENSG00000257365.8	FNTB	2711	4212	801	80.1000	10	2.4220	true	-
ENSG00000037042.9	TUBG2	1782	8703	2110	211.0000	9	2.4218	true	-
ENSG00000198755.11	RPL10A	718	430071	278215	27821.5000	10	2.4218	true	-
ENSG00000075624.17	ACTB	1300	374780	110193	11019.3000	10	2.4217	true	-
ENSG00000009724.18	MASP2	1956	4091	2358	235.8000	10	2.4215	true	-
ENSG00000074800.16	ENO1	637	62760	62729	6272.9000	10	2.4215	true	-
ENSG00000158850.15	B4GALT3	1933	15345	2672	267.2000	10	2.4214	true	-
ENSG00000169609.14	C15orf40	559	1066	1016	101.6000	10	2.4213	true	-
ENSG00000152475.7	ZNF837	2038	985	190	19.0000	10	2.4211	true	-
ENSG00000273841.6	TAF9	1296	25899	7650	765.0000	10	2.4209	true	-
ENSG00000100364.19	KIAA0930	2218	14161	2495	249.5000	10	2.4208	true	-
ENSG00000107020.10	PLGRKT	981	3900	1450	145.0000	10	2.4207	true	-
ENSG00000118804.9	STBD1	2244	1222	219	21.9000	10	2.4201	true	-
ENSG00000103111.15	MON1B	1110	2975	1306	130.6000	10	2.4196	true	-
ENSG00000184185.10	KCNJ12	5263	877	124	12.4000	10	2.4194	true	-
ENSG00000023041.12	ZDHHC6	2423	10434	2158	215.8000	10	2.4189	true	-
ENSG00000182544.9	MFSD5	1763	3230	707	70.7000	10	2.4187	true	-
ENSG00000117859.19	OSBPL9	2721	23706	3796	379.6000	10	2.4183	true	-
ENSG00000173110.8	HSPA6	2355	860	182	18.2000	10	2.4176	true	-
ENSG00000134463.15	ECHDC3	854	326	211	21.1000	10	2.4171	true	-
ENSG00000172059.11	KLF11	3885	5780	571	57.1000	9	2.4168	true	-
ENSG00000118137.10	APOA1	932	151	120	12.0000	8	2.4167	true	-
ENSG00000182809.11	CRIP2	1176	158	120	12.0000	10	2.4167	true	-
ENSG00000138750.16	NUP54	2413	9541	1788	178.8000	10	2.4161	true	-
ENSG00000173281.5	PPP1R3B	5510	2119	149	14.9000	9	2.4161	true	-
ENSG00000165078.13	CPA6	2011	906	149	14.9000	10	2.4161	true	-
ENSG00000172216.6	CEBPB	1839	12052	2260	226.0000	10	2.4159	true	-
ENSG00000243811.12	APOBEC3D	1961	2449	472	47.2000	10	2.4153	true	-
ENSG00000013573.17	DDX11	1135	4384	2418	241.8000	10	2.4152	true	-
ENSG00000104728.16	ARHGEF10	5480	1782	265	26.5000	10	2.4151	true	-
ENSG00000186501.15	TMEM222	1511	8063	2323	232.3000	10	2.4150	true	-
ENSG00000166887.16	VPS39	4832	37103	2928	292.8000	10	2.4146	true	-
ENSG00000082074.19	FYB1	688	1433	1346	134.6000	10	2.4146	true	-
ENSG00000166411.14	IDH3A	587	915	816	81.6000	9	2.4142	true	-
ENSG00000157450.16	RNF111	4536	9061	845	84.5000	10	2.4142	true	-
ENSG00000206503.15	HLA-A	1841	553053	123577	12357.7000	10	2.4141	true	-
ENSG00000122490.19	SLC66A2	2475	13072	2266	226.6000	10	2.4139	true	-
ENSG00000285480.2	H2BK1	573	142	116	11.6000	9	2.4138	true	-
ENSG00000105618.14	PRPF31	1767	15700	3332	333.2000	10	2.4130	true	-
ENSG00000163159.15	VPS72	1511	7745	1637	163.7000	10	2.4130	true	-
ENSG00000133657.17	ATP13A3	7451	30865	2056	205.6000	10	2.4125	true	-
ENSG00000100029.18	PES1	2144	17524	3511	351.1000	10	2.4124	true	-
ENSG00000204954.10	UQCC6	685	868	742	74.2000	10	2.4124	true	-
ENSG00000158856.19	DMTN	2235	41983	8929	892.9000	10	2.4124	true	-
ENSG00000154237.13	LRRK1	1241	2261	655	65.5000	9	2.4122	true	-
ENSG00000150456.11	EEF1AKMT1	1054	1135	427	42.7000	10	2.4122	true	-
ENSG00000004866.22	ST7	2093	8971	1592	159.2000	9	2.4121	true	-
ENSG00000168172.9	HOOK3	2577	2139	398	39.8000	10	2.4121	true	-
ENSG00000187134.14	AKR1C1	858	2897	1443	144.3000	10	2.4116	true	-
ENSG00000148356.15	LRSAM1	3096	10874	1543	154.3000	10	2.4109	true	-
ENSG00000136628.18	EPRS1	4862	42206	3866	386.6000	10	2.4108	true	-
ENSG00000156831.8	NSMCE2	996	3485	1734	173.4000	10	2.4106	true	-
ENSG00000143409.18	MINDY1	2400	6659	942	94.2000	10	2.4098	true	-
ENSG00000130775.16	THEMIS2	1650	15871	4847	484.7000	10	2.4097	true	-
ENSG00000176055.10	MBLAC2	4277	3159	332	33.2000	9	2.4096	true	-
ENSG00000185022.12	MAFF	2325	12597	1963	196.3000	10	2.4096	true	-
ENSG00000198915.12	RASGEF1A	3382	2231	357	35.7000	9	2.4090	true	-
ENSG00000104964.15	TLE5	1798	107867	25930	2593.0000	10	2.4080	true	-
ENSG00000169155.10	ZBTB43	5851	21994	1354	135.4000	9	2.4077	true	-
ENSG00000249141.1	ENSG00000249141	600	25199	21950	2195.0000	9	2.4073	true	-
ENSG00000104889.7	RNASEH2A	1164	5399	2019	201.9000	10	2.4071	true	-
ENSG00000145220.14	LYAR	1468	4777	1180	118.0000	10	2.4068	true	-
ENSG00000169026.13	SLC49A3	1599	1750	773	77.3000	10	2.4062	true	-
ENSG00000164081.13	TEX264	1313	9933	2673	267.3000	10	2.4055	true	-
ENSG00000185278.16	ZBTB37	3073	2667	316	31.6000	10	2.4051	true	-
ENSG00000184897.7	H1-10	1516	259162	70285	7028.5000	10	2.4042	true	-
ENSG00000174564.13	IL20RB	1929	358	104	10.4000	8	2.4038	true	-
ENSG00000173988.14	LRRC63	1850	1476	337	33.7000	10	2.4036	true	-
ENSG00000140386.13	SCAPER	2388	2384	437	43.7000	10	2.4027	true	-
ENSG00000182983.15	ZNF662	3186	2416	358	35.8000	10	2.4022	true	-
ENSG00000082014.17	SMARCD3	1907	1888	687	68.7000	10	2.4017	true	-
ENSG00000066735.16	KIF26A	6860	16598	1399	139.9000	10	2.4017	true	-
ENSG00000054690.14	PLEKHH1	6615	815	737	73.7000	10	2.4016	true	-
ENSG00000114770.17	ABCC5	1923	6912	1416	141.6000	10	2.4011	true	-
ENSG00000160294.11	MCM3AP	6333	56430	5610	561.0000	10	2.4011	true	-
ENSG00000102763.18	VWA8	7174	11869	754	75.4000	10	2.4005	true	-
ENSG00000007944.15	MYLIP	3072	37263	4820	482.0000	10	2.4004	true	-
ENSG00000260836.2	ENSG00000260836	2012	451285	451280	45128.0000	9	2.4000	true	-
ENSG00000183248.12	PRR36	4467	259	100	10.0000	10	2.4000	true	-
ENSG00000183688.4	RFLNB	3621	131596	12823	1282.3000	10	2.3996	true	-
ENSG00000066427.25	ATXN3	1191	2439	896	89.6000	10	2.3996	true	-
ENSG00000181873.13	IBA57	7828	7716	546	54.6000	10	2.3993	true	-
ENSG00000214194.9	SMIM30	1011	6193	2518	251.8000	10	2.3987	true	-
ENSG00000228049.8	POLR2J2	2065	298	196	19.6000	9	2.3980	true	-
ENSG00000102575.14	ACP5	1632	5944	1827	182.7000	10	2.3974	true	-
ENSG00000108588.15	CCDC47	2195	18539	3334	333.4000	10	2.3965	true	-
ENSG00000170876.9	TMEM43	3230	26569	2980	298.0000	9	2.3960	true	-
ENSG00000103495.15	MAZ	1461	68442	20627	2062.7000	10	2.3959	true	-
ENSG00000125944.22	HNRNPR	2694	62364	8439	843.9000	10	2.3948	true	-
ENSG00000141219.16	C17orf80	2075	3149	522	52.2000	10	2.3946	true	-
ENSG00000126698.11	DNAJC8	1600	28998	6749	674.9000	10	2.3944	true	-
ENSG00000152213.4	ARL11	3552	4368	568	56.8000	10	2.3944	true	-
ENSG00000125780.12	TGM3	2643	2314	710	71.0000	10	2.3944	true	-
ENSG00000006459.11	KDM7A	9220	11573	589	58.9000	8	2.3939	true	-
ENSG00000148308.18	GTF3C5	1905	18001	4165	416.5000	10	2.3938	true	-
ENSG00000256453.2	DND1	1595	3296	1266	126.6000	10	2.3934	true	-
ENSG00000153130.18	SCOC	1864	8791	1684	168.4000	10	2.3931	true	-
ENSG00000185055.11	EFCAB10	799	754	748	74.8000	9	2.3930	true	-
ENSG00000182158.16	CREB3L2	1105	2883	1680	168.0000	9	2.3929	true	-
ENSG00000243749.2	TMEM35B	1071	3846	1396	139.6000	10	2.3926	true	-
ENSG00000105325.15	FZR1	3503	16899	2161	216.1000	10	2.3924	true	-
ENSG00000274523.5	RCC1L	2309	11427	1877	187.7000	10	2.3921	true	-
ENSG00000156384.15	SFR1	1503	2370	598	59.8000	10	2.3913	true	-
ENSG00000120071.15	KANSL1	4933	33751	2740	274.0000	10	2.3905	true	-
ENSG00000255432.1	ENSG00000255432	577	4026	3464	346.4000	10	2.3903	true	-
ENSG00000174130.13	TLR6	6698	2295	159	15.9000	10	2.3899	true	-
ENSG00000102554.14	KLF5	3349	4785	565	56.5000	10	2.3894	true	-
ENSG00000116679.16	IVNS1ABP	746	4582	2817	281.7000	10	2.3891	true	-
ENSG00000111203.13	ITFG2	2320	7915	1306	130.6000	10	2.3890	true	-
ENSG00000197857.16	ZNF44	2780	10715	1461	146.1000	10	2.3888	true	-
ENSG00000092421.17	SEMA6A	3292	986	314	31.4000	10	2.3885	true	-
ENSG00000146205.15	ANO7	2652	4700	896	89.6000	10	2.3884	true	-
ENSG00000087586.18	AURKA	2033	3250	536	53.6000	10	2.3881	true	-
ENSG00000161395.14	PGAP3	2220	6959	1290	129.0000	10	2.3876	true	-
ENSG00000116539.14	ASH1L	11457	43724	1667	166.7000	10	2.3875	true	-
ENSG00000149591.17	TAGLN	1227	1372	532	53.2000	9	2.3872	true	-
ENSG00000110324.12	IL10RA	3653	3218	331	33.1000	10	2.3867	true	-
ENSG00000022277.13	RTF2	1745	28164	5967	596.7000	10	2.3865	true	-
ENSG00000186716.21	BCR	4708	50634	5675	567.5000	10	2.3859	true	-
ENSG00000128606.13	LRRC17	2002	545	109	10.9000	10	2.3853	true	-
ENSG00000172638.13	EFEMP2	674	339	239	23.9000	10	2.3849	true	-
ENSG00000165688.14	PMPCA	2151	17780	3879	387.9000	10	2.3846	true	-
ENSG00000012983.12	MAP4K5	4270	28019	2592	259.2000	10	2.3843	true	-
ENSG00000172243.18	CLEC7A	1000	977	453	45.3000	10	2.3841	true	-
ENSG00000242110.9	AMACR	2919	5794	906	90.6000	10	2.3841	true	-
ENSG00000138078.16	PREPL	3080	3850	558	55.8000	10	2.3835	true	-
ENSG00000204438.11	GPANK1	1800	5514	1133	113.3000	10	2.3831	true	-
ENSG00000163975.14	MELTF	2288	1909	319	31.9000	10	2.3824	true	-
ENSG00000122376.12	SHLD2	3402	8082	1188	118.8000	10	2.3822	true	-
ENSG00000145247.12	OCIAD2	697	5353	4183	418.3000	10	2.3811	true	-
ENSG00000175591.12	P2RY2	2660	1703	273	27.3000	10	2.3810	true	-
ENSG00000161509.14	GRIN2C	4271	1546	189	18.9000	10	2.3810	true	-
ENSG00000134531.10	EMP1	675	168	105	10.5000	9	2.3810	true	-
ENSG00000234444.10	ZNF736	2098	4491	798	79.8000	10	2.3810	true	-
ENSG00000089597.18	GANAB	3836	158768	17680	1768.0000	10	2.3807	true	-
ENSG00000122884.13	P4HA1	2743	15068	2029	202.9000	10	2.3805	true	-
ENSG00000142961.16	MOB3C	2800	6521	920	92.0000	10	2.3804	true	-
ENSG00000087111.22	PIGS	2504	22348	3197	319.7000	10	2.3804	true	-
ENSG00000213066.14	CEP43	3489	17074	1878	187.8000	10	2.3802	true	-
ENSG00000108641.20	B9D1	913	770	395	39.5000	10	2.3797	true	-
ENSG00000101367.9	MAPRE1	2562	53339	8620	862.0000	10	2.3782	true	-
ENSG00000266714.11	MYO15B	4860	202206	18341	1834.1000	10	2.3777	true	-
ENSG00000221843.6	SPATA31H1	16403	3742	143	14.3000	10	2.3776	true	-
ENSG00000166133.18	RPUSD2	1558	1750	509	50.9000	10	2.3772	true	-
ENSG00000151502.11	VPS26B	3661	28279	3392	339.2000	10	2.3762	true	-
ENSG00000008382.16	MPND	1475	4013	1330	133.0000	10	2.3759	true	-
ENSG00000113851.16	CRBN	2187	17827	2795	279.5000	10	2.3757	true	-
ENSG00000021574.15	SPAST	2996	6492	1141	114.1000	10	2.3751	true	-
ENSG00000051341.15	POLQ	8757	6162	459	45.9000	10	2.3747	true	-
ENSG00000180776.17	ZDHHC20	5315	19463	1554	155.4000	10	2.3745	true	-
ENSG00000164182.12	NDUFAF2	632	3693	2843	284.3000	10	2.3743	true	-
ENSG00000135749.20	PCNX2	1465	534	139	13.9000	7	2.3741	true	-
ENSG00000174292.13	TNK1	3023	681	139	13.9000	10	2.3741	true	-
ENSG00000196684.12	HSH2D	1957	78490	13492	1349.2000	10	2.3740	true	-
ENSG00000140577.17	CRTC3	5209	7943	674	67.4000	10	2.3739	true	-
ENSG00000119725.21	ZNF410	1311	3604	1584	158.4000	10	2.3737	true	-
ENSG00000213931.7	HBE1	913	173	118	11.8000	10	2.3729	true	-
ENSG00000103642.12	LACTB	1911	4654	944	94.4000	10	2.3729	true	-
ENSG00000135249.8	RINT1	2860	6752	1117	111.7000	10	2.3724	true	-
ENSG00000100342.22	APOL1	2830	5270	936	93.6000	10	2.3718	true	-
ENSG00000136425.14	CIB2	804	309	156	15.6000	10	2.3718	true	-
ENSG00000125810.10	CD93	6681	3961	253	25.3000	10	2.3715	true	-
ENSG00000102781.14	KATNAL1	1634	1510	426	42.6000	10	2.3709	true	-
ENSG00000143183.18	TMCO1	1735	14576	4838	483.8000	10	2.3708	true	-
ENSG00000074855.11	ANO8	4178	2389	232	23.2000	10	2.3707	true	-
ENSG00000169231.13	THBS3	3145	20170	2704	270.4000	10	2.3706	true	-
ENSG00000167881.15	SRP68	2386	14352	2131	213.1000	10	2.3698	true	-
ENSG00000083817.9	ZNF416	2545	1479	211	21.1000	10	2.3697	true	-
ENSG00000145020.16	AMT	1646	8352	1874	187.4000	10	2.3693	true	-
ENSG00000074621.14	SLC24A1	3323	4047	439	43.9000	10	2.3690	true	-
ENSG00000159399.10	HK2	5626	14152	1119	111.9000	9	2.3682	true	-
ENSG00000183484.12	GPR132	2887	1600	283	28.3000	10	2.3675	true	-
ENSG00000114302.17	PRKAR2A	1849	4433	1094	109.4000	10	2.3675	true	-
ENSG00000048544.6	MRPS10	2100	8384	1622	162.2000	10	2.3674	true	-
ENSG00000140400.18	MAN2C1	2961	78437	9977	997.7000	10	2.3674	true	-
ENSG00000149922.12	TBX6	1843	690	207	20.7000	9	2.3671	true	-
ENSG00000122642.11	FKBP9	3424	1228	169	16.9000	10	2.3669	true	-
ENSG00000081041.9	CXCL2	1115	5036	1800	180.0000	10	2.3667	true	-
ENSG00000156853.13	ZNF689	3557	5344	600	60.0000	10	2.3667	true	-
ENSG00000100297.16	MCM5	2402	26862	4096	409.6000	10	2.3657	true	-
ENSG00000157212.20	PAXIP1	3864	7820	1133	113.3000	10	2.3654	true	-
ENSG00000142856.17	ITGB3BP	1044	4165	2245	224.5000	10	2.3653	true	-
ENSG00000166821.9	PEX11A	978	466	241	24.1000	10	2.3651	true	-
ENSG00000027001.10	MIPEP	2381	2710	444	44.4000	10	2.3649	true	-
ENSG00000140104.14	CLBA1	2379	1720	296	29.6000	10	2.3649	true	-
ENSG00000196497.17	IPO4	1864	8286	1793	179.3000	10	2.3648	true	-
ENSG00000134265.13	NAPG	3559	13013	1548	154.8000	10	2.3643	true	-
ENSG00000213533.13	STIMATE	525	905	808	80.8000	10	2.3639	true	-
ENSG00000140511.12	HAPLN3	1547	643	220	22.0000	10	2.3636	true	-
ENSG00000196937.11	FAM3C	662	1286	1007	100.7000	10	2.3635	true	-
ENSG00000160972.10	PPP1R16A	2722	9512	1371	137.1000	10	2.3632	true	-
ENSG00000163481.8	RNF25	1477	2057	580	58.0000	10	2.3621	true	-
ENSG00000173868.12	PHOSPHO1	868	1645	868	86.8000	10	2.3618	true	-
ENSG00000129103.19	SUMF2	1799	60258	12940	1294.0000	10	2.3617	true	-
ENSG00000090905.19	TNRC6A	3700	12369	1423	142.3000	10	2.3612	true	-
ENSG00000058262.11	SEC61A1	3238	74704	8509	850.9000	10	2.3610	true	-
ENSG00000135250.17	SRPK2	3700	7625	826	82.6000	10	2.3608	true	-
ENSG00000014257.17	ACP3	1242	624	233	23.3000	10	2.3605	true	-
ENSG00000161835.11	TAMALIN	1688	1462	411	41.1000	10	2.3601	true	-
ENSG00000145348.17	TBCK	3312	6773	1030	103.0000	10	2.3592	true	-
ENSG00000103507.14	BCKDK	1907	12248	2484	248.4000	10	2.3591	true	-
ENSG00000108433.17	GOSR2	1891	6149	1319	131.9000	10	2.3578	true	-
ENSG00000157869.16	RAB28	1679	5120	1035	103.5000	9	2.3575	true	-
ENSG00000178935.5	ZNF552	2352	2993	437	43.7000	10	2.3570	true	-
ENSG00000162873.15	KLHDC8A	948	157	157	15.7000	8	2.3567	true	-
ENSG00000144283.23	PKP4	4603	18357	1587	158.7000	10	2.3566	true	-
ENSG00000146410.12	MTFR2	1524	1115	348	34.8000	9	2.3563	true	-
